fondo,fecha,vcp
Gainvest Balanceado - Clase A,2023-12-27,170.399186
Gainvest Balanceado - Clase A,2023-12-28,170.591209
Gainvest Balanceado - Clase A,2023-12-29,172.488618
Gainvest Balanceado - Clase A,2024-01-02,177.921751
Gainvest Balanceado - Clase A,2024-01-03,182.006547
Gainvest Balanceado - Clase A,2024-01-04,184.705239
Gainvest Balanceado - Clase A,2024-01-05,184.580447
Gainvest Balanceado - Clase A,2024-01-08,177.545812
Gainvest Balanceado - Clase A,2024-01-09,182.185192
Gainvest Balanceado - Clase A,2024-01-10,185.379169
Gainvest Balanceado - Clase A,2024-01-11,184.354692
Gainvest Balanceado - Clase A,2024-01-12,181.991673
Gainvest Balanceado - Clase A,2024-01-15,182.657633
Gainvest Balanceado - Clase A,2024-01-16,188.047634
Gainvest Balanceado - Clase A,2024-01-17,191.416656
Gainvest Balanceado - Clase A,2024-01-18,194.71883
Gainvest Balanceado - Clase A,2024-01-19,194.475801
Gainvest Balanceado - Clase A,2024-01-22,192.062858
Gainvest Balanceado - Clase A,2024-01-23,190.483748
Gainvest Balanceado - Clase A,2024-01-24,187.193392
Gainvest Balanceado - Clase A,2024-01-25,182.180327
Gainvest Balanceado - Clase A,2024-01-26,177.017419
Gainvest Balanceado - Clase A,2024-01-29,180.79924
Gainvest Balanceado - Clase A,2024-01-30,184.689794
Gainvest Balanceado - Clase A,2024-01-31,184.674942
Gainvest Balanceado - Clase A,2024-02-01,185.128779
Gainvest Balanceado - Clase A,2024-02-02,185.787375
Gainvest Balanceado - Clase A,2024-02-05,187.352684
Gainvest Balanceado - Clase A,2024-02-06,192.58799
Gainvest Balanceado - Clase A,2024-02-07,195.668635
Gainvest Balanceado - Clase A,2024-02-08,198.906743
Gainvest Balanceado - Clase A,2024-02-09,197.508642
Gainvest Balanceado - Clase A,2024-02-14,196.927728
Gainvest Balanceado - Clase A,2024-02-15,200.599315
Gainvest Balanceado - Clase A,2024-02-16,201.870588
Gainvest Balanceado - Clase A,2024-02-22,211.226721
Gainvest Balanceado - Clase A,2024-02-23,211.830183
Gainvest Balanceado - Clase A,2024-02-26,212.653809
Gainvest Balanceado - Clase A,2024-02-27,216.729275
Gainvest Balanceado - Clase A,2024-02-28,218.098298
Gainvest Balanceado - Clase A,2024-02-29,219.646902
Gainvest Balanceado - Clase A,2024-03-01,219.469573
Gainvest Balanceado - Clase A,2024-03-04,219.93616
Gainvest Balanceado - Clase A,2024-03-05,220.264883
Gainvest Balanceado - Clase A,2024-03-06,219.690618
Gainvest Balanceado - Clase A,2024-03-07,219.919128
Gainvest Balanceado - Clase A,2024-03-08,219.603197
Gainvest Balanceado - Clase A,2024-03-11,221.733227
Gainvest Balanceado - Clase A,2024-03-12,230.506982
Gainvest Balanceado - Clase A,2024-03-13,232.575412
Gainvest Balanceado - Clase A,2024-03-14,235.814739
Gainvest Balanceado - Clase A,2024-03-15,240.961168
Gainvest Balanceado - Clase A,2024-03-18,243.806191
Gainvest Balanceado - Clase A,2024-03-19,244.223927
Gainvest Balanceado - Clase A,2024-03-20,243.562611
Gainvest Balanceado - Clase A,2024-03-21,248.587572
Gainvest Balanceado - Clase A,2024-03-22,249.895866
Gainvest Balanceado - Clase A,2024-03-25,246.284355
Gainvest Balanceado - Clase A,2024-03-26,246.486493
Gainvest Balanceado - Clase A,2024-03-27,247.164819
Gainvest Balanceado - Clase A,2024-04-03,248.428159
Gainvest Balanceado - Clase A,2024-04-04,250.045718
Gainvest Balanceado - Clase A,2024-04-08,255.821562
Gainvest Balanceado - Clase A,2024-04-10,260.333759
Gainvest Balanceado - Clase A,2024-04-11,267.912524
Gainvest Balanceado - Clase A,2024-04-12,270.656578
Gainvest Balanceado - Clase A,2024-04-15,269.361116
Gainvest Balanceado - Clase A,2024-04-16,268.25328
Gainvest Balanceado - Clase A,2024-04-17,266.756809
Gainvest Balanceado - Clase A,2024-04-18,266.933948
Gainvest Balanceado - Clase A,2024-04-19,266.149607
Gainvest Balanceado - Clase A,2024-04-22,262.833542
Gainvest Balanceado - Clase A,2024-04-23,260.869291
Gainvest Balanceado - Clase A,2024-04-24,262.014414
Gainvest Balanceado - Clase A,2024-04-25,261.853704
Gainvest Balanceado - Clase A,2024-04-26,258.161832
Gainvest Balanceado - Clase A,2024-04-29,257.329721
Gainvest Balanceado - Clase A,2024-04-30,258.759508
Gainvest Balanceado - Clase A,2024-05-02,263.360887
Gainvest Balanceado - Clase A,2024-05-03,266.575652
Gainvest Balanceado - Clase A,2024-05-06,269.422665
Gainvest Balanceado - Clase A,2024-05-07,268.835166
Gainvest Balanceado - Clase A,2024-05-08,269.479601
Gainvest Balanceado - Clase A,2024-05-09,271.606657
Gainvest Balanceado - Clase A,2024-05-10,272.023424
Gainvest Balanceado - Clase A,2024-05-13,272.86096
Gainvest Balanceado - Clase A,2024-05-14,275.037159
Gainvest Balanceado - Clase A,2024-05-15,274.683677
Gainvest Balanceado - Clase A,2024-05-16,274.951917
Gainvest Balanceado - Clase A,2024-05-17,274.615813
Gainvest Balanceado - Clase A,2024-05-20,276.024906
Gainvest Balanceado - Clase A,2024-05-21,276.268071
Gainvest Balanceado - Clase A,2024-05-22,272.450205
Gainvest Balanceado - Clase A,2024-05-23,273.799551
Gainvest Balanceado - Clase A,2024-05-24,273.755151
Gainvest Balanceado - Clase A,2024-05-27,270.299924
Gainvest Balanceado - Clase A,2024-05-28,269.216159
Gainvest Balanceado - Clase A,2024-05-29,268.707333
Gainvest Balanceado - Clase A,2024-05-30,267.261436
Gainvest Balanceado - Clase A,2024-05-31,267.27163
Gainvest Balanceado - Clase A,2024-06-03,268.804429
Gainvest Balanceado - Clase A,2024-06-04,271.290041
Gainvest Balanceado - Clase A,2024-06-05,273.289246
Gainvest Balanceado - Clase A,2024-06-07,269.235004
Gainvest Balanceado - Clase A,2024-06-10,269.29624
Gainvest Balanceado - Clase A,2024-06-11,270.390612
Gainvest Balanceado - Clase A,2024-06-12,270.85408
Gainvest Balanceado - Clase A,2024-07-01,270.11948
Gainvest Balanceado - Clase A,2024-07-02,270.148807
Gainvest Balanceado - Clase A,2024-07-03,272.35382
Gainvest Balanceado - Clase A,2024-07-04,274.199506
Gainvest Balanceado - Clase A,2024-07-05,274.462811
Gainvest Balanceado - Clase A,2024-07-08,274.34264
Gainvest Balanceado - Clase A,2024-07-10,275.137054
Gainvest Balanceado - Clase A,2024-07-11,276.32
Gainvest Balanceado - Clase A,2024-07-12,279.284296
Gainvest Balanceado - Clase A,2024-07-15,277.772696
Gainvest Balanceado - Clase A,2024-07-16,276.248179
Gainvest Balanceado - Clase A,2024-07-17,275.884852
Gainvest Balanceado - Clase A,2024-07-18,276.851489
Gainvest Balanceado - Clase A,2024-07-19,276.994858
Gainvest Balanceado - Clase A,2024-07-22,277.517918
Gainvest Balanceado - Clase A,2024-07-23,277.353424
Gainvest Balanceado - Clase A,2024-07-24,276.891222
Gainvest Balanceado - Clase A,2024-07-25,275.638352
Gainvest Balanceado - Clase A,2024-07-26,276.045739
Gainvest Balanceado - Clase A,2024-07-29,274.920475
Gainvest Balanceado - Clase A,2024-07-30,276.840559
Gainvest Balanceado - Clase A,2024-07-31,276.840247
Gainvest Balanceado - Clase A,2024-08-01,276.715191
Gainvest Balanceado - Clase A,2024-08-02,278.559874
Gainvest Balanceado - Clase A,2024-08-05,278.584672
Gainvest Balanceado - Clase A,2024-08-06,279.306327
Gainvest Balanceado - Clase A,2024-08-07,279.921122
Gainvest Balanceado - Clase A,2024-08-08,281.114243
Gainvest Balanceado - Clase A,2024-08-09,281.6703
Gainvest Balanceado - Clase A,2024-08-12,282.543639
Gainvest Balanceado - Clase A,2024-08-13,283.028695
Gainvest Balanceado - Clase A,2024-08-14,285.435422
Gainvest Balanceado - Clase A,2024-08-15,289.714498
Gainvest Balanceado - Clase A,2024-08-16,293.710756
Gainvest Balanceado - Clase A,2024-08-19,292.930688
Gainvest Balanceado - Clase A,2024-08-20,294.157851
Gainvest Balanceado - Clase A,2024-08-21,295.293655
Gainvest Balanceado - Clase A,2024-08-22,295.728459
Gainvest Balanceado - Clase A,2024-08-23,297.004522
Gainvest Balanceado - Clase A,2024-08-26,298.154243
Gainvest Balanceado - Clase A,2024-08-27,299.816366
Gainvest Balanceado - Clase A,2024-08-28,302.178732
Gainvest Balanceado - Clase A,2024-08-29,301.217235
Gainvest Balanceado - Clase A,2024-08-30,301.37234
Gainvest Balanceado - Clase A,2024-09-02,300.974513
Gainvest Balanceado - Clase A,2024-09-03,300.233066
Gainvest Balanceado - Clase A,2024-09-04,300.530622
Gainvest Balanceado - Clase A,2024-09-05,300.698665
Gainvest Balanceado - Clase A,2024-09-06,300.98732
Gainvest Balanceado - Clase A,2024-09-09,301.667278
Gainvest Balanceado - Clase A,2024-09-10,302.200892
Gainvest Balanceado - Clase A,2024-09-11,302.902912
Gainvest Balanceado - Clase A,2024-09-12,303.722952
Gainvest Balanceado - Clase A,2024-09-13,305.511654
Gainvest Balanceado - Clase A,2024-09-16,304.550787
Gainvest Balanceado - Clase A,2024-09-17,303.335978
Gainvest Balanceado - Clase A,2024-09-18,302.174005
Gainvest Balanceado - Clase A,2024-09-19,300.339404
Gainvest Balanceado - Clase A,2024-09-20,302.964262
Gainvest Balanceado - Clase A,2024-09-23,302.34335
Gainvest Balanceado - Clase A,2024-09-24,301.644855
Gainvest Balanceado - Clase A,2024-09-25,301.049066
Gainvest Balanceado - Clase A,2024-09-26,301.461896
Gainvest Balanceado - Clase A,2024-09-27,302.23393
Gainvest Balanceado - Clase A,2024-09-30,302.68359
Gainvest Balanceado - Clase A,2024-10-01,304.924968
Gainvest Balanceado - Clase A,2024-10-02,307.056967
Gainvest Balanceado - Clase A,2024-10-03,307.083392
Gainvest Balanceado - Clase A,2024-10-04,307.154546
Gainvest Balanceado - Clase A,2024-10-07,307.345086
Gainvest Balanceado - Clase A,2024-10-08,307.307182
Gainvest Balanceado - Clase A,2024-10-09,308.072551
Gainvest Balanceado - Clase A,2024-10-10,307.881719
Gainvest Balanceado - Clase A,2024-10-14,308.831418
Gainvest Balanceado - Clase A,2024-10-15,309.118051
Gainvest Balanceado - Clase A,2024-10-16,307.641938
Gainvest Balanceado - Clase A,2024-10-17,306.102173
Gainvest Balanceado - Clase A,2024-10-18,307.151236
Gainvest Balanceado - Clase A,2024-10-21,307.516434
Gainvest Balanceado - Clase A,2024-10-22,307.051195
Gainvest Balanceado - Clase A,2024-10-23,307.023193
Gainvest Balanceado - Clase A,2024-10-24,306.850325
Gainvest Balanceado - Clase A,2024-10-25,308.12963
Gainvest Balanceado - Clase A,2024-10-28,313.011513
Gainvest Balanceado - Clase A,2024-10-29,314.941395
Gainvest Balanceado - Clase A,2024-10-30,317.729981
Gainvest Balanceado - Clase A,2024-10-31,317.2535
Gainvest Balanceado - Clase A,2024-11-01,322.887631
Gainvest Balanceado - Clase A,2024-11-04,323.122248
Gainvest Balanceado - Clase A,2024-11-05,323.032582
Gainvest Balanceado - Clase A,2024-11-07,324.931935
Gainvest Balanceado - Clase A,2024-11-11,333.362105
Gainvest Balanceado - Clase A,2024-11-12,334.382372
Gainvest Balanceado - Clase A,2024-11-13,340.859649
Gainvest Balanceado - Clase A,2024-11-14,341.424364
Gainvest Balanceado - Clase A,2024-11-15,340.945741
Gainvest Balanceado - Clase A,2024-11-19,341.345019
Gainvest Balanceado - Clase A,2024-11-20,340.975148
Gainvest Balanceado - Clase A,2024-11-21,341.743822
Gainvest Balanceado - Clase A,2024-11-22,342.62821
Gainvest Balanceado - Clase A,2024-11-25,341.944757
Gainvest Balanceado - Clase A,2024-11-26,341.61846
Gainvest Balanceado - Clase A,2024-11-27,342.497422
Gainvest Balanceado - Clase A,2024-11-28,342.294957
Gainvest Balanceado - Clase A,2024-11-29,342.13448
Gainvest Balanceado - Clase A,2024-12-02,342.309522
Gainvest Balanceado - Clase A,2024-12-03,343.057679
Gainvest Balanceado - Clase A,2024-12-04,341.886556
Gainvest Balanceado - Clase A,2024-12-05,340.562066
Gainvest Balanceado - Clase A,2024-12-06,343.250452
Gainvest Balanceado - Clase A,2024-12-09,343.902604
Gainvest Balanceado - Clase A,2024-12-10,343.808483
Gainvest Balanceado - Clase A,2024-12-11,342.800471
Gainvest Balanceado - Clase A,2024-12-12,342.872734
Gainvest Balanceado - Clase A,2024-12-13,346.439171
Gainvest Balanceado - Clase A,2024-12-16,349.200474
Gainvest Balanceado - Clase A,2024-12-17,346.871681
Gainvest Balanceado - Clase A,2024-12-18,347.352599
Gainvest Balanceado - Clase A,2024-12-19,348.086493
Gainvest Balanceado - Clase A,2024-12-20,350.041412
Gainvest Balanceado - Clase A,2024-12-23,350.82418
Gainvest Balanceado - Clase A,2024-12-26,349.869984
Gainvest Balanceado - Clase A,2024-12-27,348.822007
Gainvest Balanceado - Clase A,2024-12-30,348.313274
Gainvest Balanceado - Clase A,2025-01-06,356.366564
Gainvest Balanceado - Clase A,2025-01-07,359.222331
Gainvest Balanceado - Clase A,2025-01-09,363.036106
Gainvest Balanceado - Clase A,2025-01-10,363.872127
Gainvest Balanceado - Clase A,2025-01-13,364.67775
Gainvest Balanceado - Clase A,2025-01-14,367.112465
Gainvest Balanceado - Clase A,2025-01-15,367.508216
Gainvest Balanceado - Clase A,2025-01-16,365.455662
Gainvest Balanceado - Clase A,2025-01-17,365.788426
Gainvest Balanceado - Clase A,2025-01-20,366.583401
Gainvest Balanceado - Clase A,2025-01-21,366.92888
Gainvest Balanceado - Clase A,2025-01-22,368.109678
Gainvest Balanceado - Clase A,2025-01-23,368.486594
Gainvest Balanceado - Clase A,2025-01-24,370.041562
Gainvest Balanceado - Clase A,2025-01-27,371.231831
Gainvest Balanceado - Clase A,2025-01-28,371.436124
Gainvest Balanceado - Clase A,2025-01-29,373.446861
Gainvest Balanceado - Clase A,2025-01-30,373.602627
Gainvest Balanceado - Clase A,2025-01-31,373.958621
Gainvest Balanceado - Clase A,2025-02-03,373.630665
Gainvest Balanceado - Clase A,2025-02-04,373.549056
Gainvest Balanceado - Clase A,2025-02-05,373.308361
Gainvest Balanceado - Clase A,2025-02-06,372.683366
Gainvest Balanceado - Clase A,2025-02-07,373.482557
Gainvest Balanceado - Clase A,2025-02-10,373.883939
Gainvest Balanceado - Clase A,2025-02-11,373.97027
Gainvest Balanceado - Clase A,2025-02-12,374.133974
Gainvest Balanceado - Clase A,2025-02-13,373.869599
Gainvest Balanceado - Clase A,2025-02-14,375.423579
Gainvest Balanceado - Clase A,2025-02-17,374.874027
Gainvest Balanceado - Clase A,2025-02-18,375.380751
Gainvest Balanceado - Clase A,2025-02-19,375.089374
Gainvest Balanceado - Clase A,2025-02-20,374.103959
Gainvest Balanceado - Clase A,2025-02-21,373.594284
Gainvest Balanceado - Clase A,2025-02-24,372.999644
Gainvest Balanceado - Clase A,2025-02-25,373.408526
Gainvest Balanceado - Clase A,2025-02-26,373.76135
Gainvest Balanceado - Clase A,2025-02-27,371.498173
Gainvest Balanceado - Clase A,2025-02-28,373.147633
Gainvest Balanceado - Clase A,2025-03-05,372.338459
Gainvest Balanceado - Clase A,2025-03-06,371.459576
Gainvest Balanceado - Clase A,2025-03-07,372.168663
Gainvest Balanceado - Clase A,2025-03-10,369.254906
Gainvest Balanceado - Clase A,2025-03-11,368.474345
Gainvest Balanceado - Clase A,2025-03-12,369.167738
Gainvest Balanceado - Clase A,2025-03-13,369.150461
Gainvest Balanceado - Clase A,2025-03-14,371.598025
Gainvest Balanceado - Clase A,2025-03-17,370.720551
Gainvest Balanceado - Clase A,2025-03-18,365.466712
Gainvest Balanceado - Clase A,2025-03-19,371.255085
Gainvest Balanceado - Clase A,2025-03-20,372.032805
Gainvest Balanceado - Clase A,2025-03-21,372.076906
Gainvest Balanceado - Clase A,2025-03-25,371.062067
Gainvest Balanceado - Clase A,2025-03-26,371.353704
Gainvest Balanceado - Clase A,2025-03-27,370.789671
Gainvest Balanceado - Clase A,2025-03-28,372.816055
Gainvest Balanceado - Clase A,2025-03-31,373.922421
Gainvest Balanceado - Clase A,2025-04-01,377.741792
Gainvest Balanceado - Clase A,2025-04-03,378.284063
Gainvest Balanceado - Clase A,2025-04-04,376.266336
Gainvest Balanceado - Clase A,2025-04-07,370.893529
Gainvest Balanceado - Clase A,2025-04-08,371.52651
Gainvest Balanceado - Clase A,2025-04-09,373.245593
Gainvest Balanceado - Clase A,2025-04-10,374.093794
Gainvest Balanceado - Clase A,2025-04-11,381.306698
Gainvest Balanceado - Clase A,2025-04-14,390.331373
Gainvest Balanceado - Clase A,2025-04-15,392.448627
Gainvest Balanceado - Clase A,2025-04-16,398.392862
Gainvest Balanceado - Clase A,2025-04-21,393.214794
Gainvest Balanceado - Clase A,2025-04-22,388.820052
Gainvest Balanceado - Clase A,2025-04-23,388.508896
Gainvest Balanceado - Clase A,2025-04-24,388.956243
Gainvest Balanceado - Clase A,2025-04-25,389.309659
Gainvest Balanceado - Clase A,2025-04-28,389.173821
Gainvest Balanceado - Clase A,2025-04-29,386.278988
Gainvest Balanceado - Clase A,2025-04-30,388.524266
Gainvest Balanceado - Clase A,2025-05-05,388.787061
Gainvest Balanceado - Clase A,2025-05-06,389.582907
Gainvest Balanceado - Clase A,2025-05-07,391.310627
Gainvest Balanceado - Clase A,2025-05-08,395.289596
Gainvest Balanceado - Clase A,2025-05-09,397.447889
Gainvest Balanceado - Clase A,2025-05-12,395.951478
Gainvest Balanceado - Clase A,2025-05-13,395.52141
Gainvest Balanceado - Clase A,2025-05-14,396.446684
Gainvest Balanceado - Clase A,2025-05-15,398.156337
Gainvest Balanceado - Clase A,2025-05-16,398.942073
Gainvest Balanceado - Clase A,2025-05-19,398.542286
Gainvest Balanceado - Clase A,2025-05-20,398.998418
Gainvest Balanceado - Clase A,2025-05-21,399.56994
Gainvest Balanceado - Clase A,2025-05-22,399.86774
Gainvest Balanceado - Clase A,2025-05-23,400.799448
Gainvest Balanceado - Clase A,2025-05-26,401.131519
Gainvest Balanceado - Clase A,2025-05-27,401.613343
Gainvest Balanceado - Clase A,2025-05-28,403.960465
Gainvest Balanceado - Clase A,2025-05-29,404.22413
Gainvest Balanceado - Clase A,2025-05-30,405.737486
Gainvest Balanceado - Clase A,2025-06-02,405.698414
Gainvest Balanceado - Clase A,2025-06-03,405.088243
Gainvest Balanceado - Clase A,2025-06-04,404.269417
Gainvest Balanceado - Clase A,2025-06-05,403.471701
Gainvest Balanceado - Clase A,2025-06-06,404.292908
Gainvest Balanceado - Clase A,2025-06-09,405.306811
Gainvest Balanceado - Clase A,2025-06-10,405.79664
Gainvest Balanceado - Clase A,2025-06-11,405.34831
Gainvest Balanceado - Clase A,2025-06-12,406.291725
Gainvest Balanceado - Clase A,2025-06-13,410.63881
Gainvest Balanceado - Clase A,2025-06-17,406.705169
Gainvest Balanceado - Clase A,2025-06-18,404.052572
Gainvest Balanceado - Clase A,2025-06-19,406.501554
Gainvest Balanceado - Clase A,2025-06-23,405.012189
Gainvest Balanceado - Clase A,2025-06-24,405.481237
Gainvest Balanceado - Clase A,2025-06-25,405.886042
Gainvest Balanceado - Clase A,2025-06-26,401.628148
Gainvest Balanceado - Clase A,2025-06-27,402.704938
Gainvest Balanceado - Clase A,2025-06-30,400.65234
Gainvest Balanceado - Clase A,2025-07-01,399.863609
Gainvest Balanceado - Clase A,2025-07-02,402.432443
Gainvest Balanceado - Clase A,2025-07-03,403.410426
Gainvest Balanceado - Clase A,2025-07-04,403.970603
Gainvest Balanceado - Clase A,2025-07-07,403.95683
Gainvest Balanceado - Clase A,2025-07-08,404.859042
Gainvest Balanceado - Clase A,2025-07-10,405.214887
Gainvest Balanceado - Clase A,2025-07-11,405.968069
Gainvest Balanceado - Clase A,2025-07-14,405.228875
Gainvest Balanceado - Clase A,2025-07-15,401.366156
Gainvest Balanceado - Clase A,2025-07-16,401.002912
Gainvest Balanceado - Clase A,2025-07-17,398.287358
Gainvest Balanceado - Clase A,2025-07-18,395.774856
Gainvest Balanceado - Clase A,2025-07-21,387.803957
Gainvest Balanceado - Clase A,2025-07-22,387.223741
Gainvest Balanceado - Clase A,2025-07-23,394.539976
Gainvest Balanceado - Clase A,2025-07-24,397.281014
Gainvest Balanceado - Clase A,2025-07-25,394.225298
Gainvest Balanceado - Clase A,2025-07-28,387.512623
Gainvest Balanceado - Clase A,2025-07-29,388.032922
Gainvest Balanceado - Clase A,2025-07-30,388.289341
Gainvest Balanceado - Clase A,2025-07-31,396.794062
Gainvest Balanceado - Clase A,2025-08-01,398.293084
Gainvest Balanceado - Clase A,2025-08-04,400.152824
Gainvest Balanceado - Clase A,2025-08-05,402.249869
Gainvest Balanceado - Clase A,2025-08-06,399.87126
Gainvest Balanceado - Clase A,2025-08-07,393.999899
Gainvest Balanceado - Clase A,2025-08-08,391.535252
Gainvest Balanceado - Clase A,2025-08-11,388.681495
Gainvest Balanceado - Clase A,2025-08-12,389.610296
Gainvest Balanceado - Clase A,2025-08-13,390.594105
Gainvest Balanceado - Clase A,2025-08-14,384.556164
Gainvest Balanceado - Clase A,2025-08-18,381.810228
Gainvest Balanceado - Clase A,2025-08-19,382.280883
Gainvest Balanceado - Clase A,2025-08-20,379.687783
Gainvest Balanceado - Clase A,2025-08-21,378.374537
Gainvest Balanceado - Clase A,2025-08-22,378.300351
Gainvest Balanceado - Clase A,2025-08-25,370.604402
Gainvest Balanceado - Clase A,2025-08-26,374.183646
Gainvest Balanceado - Clase A,2025-08-27,380.161694
Gainvest Balanceado - Clase A,2025-08-28,390.351733
Gainvest Balanceado - Clase A,2025-08-29,391.376025
Gainvest Balanceado - Clase A,2025-09-01,386.647897
Gainvest Balanceado - Clase A,2025-09-02,384.966527
Gainvest Balanceado - Clase A,2025-09-03,382.403766
Gainvest Balanceado - Clase A,2025-09-04,386.496285
Gainvest Balanceado - Clase A,2025-09-05,390.715689
Gainvest Balanceado - Clase A,2025-09-08,380.578693
Gainvest Balanceado - Clase A,2025-09-09,382.330826
Gainvest Balanceado - Clase A,2025-09-10,388.836589
Gainvest Balanceado - Clase A,2025-09-11,395.058728
Gainvest Balanceado - Clase A,2025-09-12,391.973264
Gainvest Balanceado - Clase A,2025-09-15,386.282414
Gainvest Balanceado - Clase A,2025-09-16,386.237409
Gainvest Balanceado - Clase A,2025-09-17,381.215533
Gainvest Balanceado - Clase A,2025-09-18,362.795094
Gainvest Balanceado - Clase A,2025-09-19,348.297015
Gainvest Balanceado - Clase A,2025-09-22,371.622106
Gainvest Balanceado - Clase A,2025-09-23,382.478708
Gainvest Balanceado - Clase A,2025-09-24,399.674624
Gainvest Balanceado - Clase A,2025-09-25,390.713734
Gainvest Balanceado - Clase A,2025-09-26,385.452731
Gainvest Balanceado - Clase A,2025-09-29,378.594678
Gainvest Balanceado - Clase A,2025-09-30,372.707826
Gainvest Balanceado - Clase A,2025-10-02,375.159666
Gainvest Balanceado - Clase A,2025-10-03,388.519675
Gainvest Balanceado - Clase A,2025-10-06,387.28485
Gainvest Balanceado - Clase A,2025-10-07,381.733974
Gainvest Balanceado - Clase A,2025-10-08,379.484334
Gainvest Balanceado - Clase A,2025-10-09,401.866991
Gainvest Balanceado - Clase A,2025-10-14,392.345035
Gainvest Balanceado - Clase A,2025-10-15,395.137906
Gainvest Balanceado - Clase A,2025-10-16,398.815586
Gainvest Balanceado - Clase A,2025-10-17,406.015674
Gainvest Balanceado - Clase A,2025-10-20,405.810391
Gainvest Balanceado - Clase A,2025-10-21,411.34938
Gainvest Balanceado - Clase A,2025-10-22,412.440291
Gainvest Balanceado - Clase A,2025-10-23,413.262018
Gainvest Balanceado - Clase A,2025-10-24,412.588469
Gainvest Balanceado - Clase A,2025-10-27,433.511518
Gainvest Balanceado - Clase A,2025-10-28,436.798766
Gainvest Balanceado - Clase A,2025-10-30,447.283022
Gainvest Balanceado - Clase A,2025-10-31,450.91908
Gainvest Balanceado - Clase A,2025-11-03,451.190921
Gainvest Balanceado - Clase A,2025-11-04,451.20808
Gainvest Balanceado - Clase A,2025-11-05,451.804304
Gainvest Balanceado - Clase A,2025-11-07,452.238044
Gainvest Balanceado - Clase A,2025-11-10,456.319675
Gainvest Balanceado - Clase A,2025-11-11,459.331342
Gainvest Balanceado - Clase A,2025-11-12,460.806059
Gainvest Balanceado - Clase A,2025-11-14,461.269424
Gainvest Balanceado - Clase A,2025-11-17,462.04306
Gainvest Balanceado - Clase A,2025-11-18,462.642887
Gainvest Balanceado - Clase A,2025-11-19,463.036156
Gainvest Balanceado - Clase A,2025-11-20,464.392705
Gainvest Balanceado - Clase A,2025-11-25,464.159709
Gainvest Balanceado - Clase A,2025-11-26,463.501997
Gainvest Balanceado - Clase A,2025-11-27,463.134002
Gainvest Balanceado - Clase A,2025-11-28,465.17075
Gainvest Balanceado - Clase A,2025-12-01,465.841313
Gainvest Balanceado - Clase A,2025-12-02,468.498723
Gainvest Balanceado - Clase A,2025-12-03,469.859301
Gainvest Balanceado - Clase A,2025-12-04,470.429687
Gainvest Balanceado - Clase A,2025-12-05,471.278768
Gainvest Balanceado - Clase A,2025-12-09,471.256042
Gainvest Balanceado - Clase A,2025-12-10,471.992821
Gainvest Balanceado - Clase A,2025-12-11,473.789987
Gainvest Balanceado - Clase A,2025-12-12,478.193359
Gainvest Balanceado - Clase A,2025-12-15,482.643539
Gainvest Balanceado - Clase A,2025-12-16,484.537734
Gainvest Balanceado - Clase A,2025-12-17,485.6639
Gainvest Balanceado - Clase A,2025-12-18,486.809849
Gainvest Balanceado - Clase A,2025-12-19,487.720234
Gainvest Balanceado - Clase A,2025-12-22,486.94048
Gainvest Balanceado - Clase A,2025-12-23,486.129808
Gainvest Balanceado - Clase A,2025-12-26,485.49301
Gainvest Balanceado - Clase A,2025-12-29,484.201429
Gainvest Balanceado - Clase A,2025-12-30,482.800978
Gainvest Balanceado - Clase A,2026-01-02,484.642031
Gainvest Balanceado - Clase A,2026-01-05,486.586821
Gainvest Balanceado - Clase A,2026-01-06,486.740396
Gainvest Balanceado - Clase A,2026-01-07,488.579296
Gainvest Balanceado - Clase A,2026-01-08,488.624862
Gainvest Balanceado - Clase A,2026-01-09,491.246159
Gainvest Balanceado - Clase A,2026-01-12,491.315708
Gainvest Balanceado - Clase A,2026-01-13,491.554008
Gainvest Balanceado - Clase A,2026-01-14,491.923724
Gainvest Balanceado - Clase A,2026-01-15,489.889406
Gainvest Balanceado - Clase A,2026-01-16,490.153463
Gainvest Balanceado - Clase A,2026-01-19,488.87984
Gainvest Balanceado - Clase A,2026-01-20,489.566111
Gainvest Balanceado - Clase A,2026-01-21,489.263887
Gainvest Balanceado - Clase A,2026-01-22,491.256389
Gainvest Balanceado - Clase A,2026-01-23,493.123405
Gainvest Balanceado - Clase A,2026-01-26,493.349473
Gainvest Balanceado - Clase A,2026-01-27,495.549136
Gainvest Balanceado - Clase A,2026-01-28,495.039505
Gainvest Balanceado - Clase A,2026-01-29,494.505542
Gainvest Balanceado - Clase A,2026-01-30,495.630397
Gainvest Balanceado - Clase A,2026-02-02,494.886404
Gainvest Balanceado - Clase A,2026-02-03,495.598451
Gainvest Balanceado - Clase A,2026-02-04,499.334156
Gainvest Balanceado - Clase A,2026-02-05,500.857631
Gainvest Balanceado - Clase A,2026-02-06,504.25191
Gainvest Balanceado - Clase A,2026-02-09,504.93066
Gainvest Balanceado - Clase A,2026-02-10,505.22556
Gainvest Balanceado - Clase A,2026-02-11,504.789239
Gainvest Balanceado - Clase A,2026-02-12,506.03229
Gainvest Balanceado - Clase A,2026-02-13,510.263362
Gainvest Balanceado - Clase A,2026-02-18,510.535038
Gainvest Balanceado - Clase A,2026-02-19,510.095247
Gainvest Balanceado - Clase A,2026-02-20,511.33385
Gainvest Balanceado - Clase A,2026-02-23,511.420584
